y_true,y_pred,residual,abs_err
4800000.0,5131676.5,-331676.5,331676.5
825000.0,813860.9,11139.125,11139.125
695000.0,554366.1,140633.875,140633.875
950000.0,908998.44,41001.5625,41001.5625
819999.0,692434.4,127564.625,127564.625
310000.0,357047.7,-47047.6875,47047.6875
1000000.0,1014077.3,-14077.3125,14077.3125
1998999.0,1919897.0,79102.0,79102.0
850000.0,1222221.6,-372221.625,372221.625
3950000.0,3869932.2,80067.75,80067.75
545000.0,601732.94,-56732.9375,56732.9375
685000.0,567245.9,117754.125,117754.125
949000.0,846774.9,102225.125,102225.125
9000000.0,5471714.5,3528285.5,3528285.5
500000.0,649557.56,-149557.5625,149557.5625
295000.0,315378.94,-20378.9375,20378.9375
775000.0,721828.1,53171.875,53171.875
595000.0,552367.94,42632.0625,42632.0625
1875000.0,1933605.4,-58605.375,58605.375
525000.0,486373.2,38626.8125,38626.8125
3800000.0,4120041.2,-320041.25,320041.25
600000.0,546561.75,53438.25,53438.25
600000.0,692196.5,-92196.5,92196.5
380000.0,435748.3,-55748.3125,55748.3125
525000.0,580870.75,-55870.75,55870.75
1875000.0,1923844.2,-48844.25,48844.25
925000.0,1000628.6,-75628.625,75628.625
1500000.0,947745.7,552254.3125,552254.3125
1850000.0,1676226.0,173774.0,173774.0
560000.0,620186.25,-60186.25,60186.25
795000.0,935034.3,-140034.3125,140034.3125
6900000.0,5601022.0,1298978.0,1298978.0
4375000.0,3650202.8,724797.25,724797.25
565000.0,668722.0,-103722.0,103722.0
475000.0,470203.28,4796.71875,4796.71875
785000.0,758338.3,26661.6875,26661.6875
299000.0,385539.66,-86539.65625,86539.65625
4250000.0,6127731.0,-1877731.0,1877731.0
434999.0,396349.84,38649.15625,38649.15625
1200000.0,1782895.2,-582895.25,582895.25
690000.0,730999.8,-40999.8125,40999.8125
325000.0,440931.72,-115931.71875,115931.71875
3900000.0,4328899.0,-428899.0,428899.0
295000.0,319150.22,-24150.21875,24150.21875
550000.0,416072.7,133927.3125,133927.3125
9000000.0,10997159.0,-1997159.0,1997159.0
2250000.0,2107747.2,142252.75,142252.75
419000.0,257675.84,161324.15625,161324.15625
590000.0,664872.9,-74872.875,74872.875
3800000.0,3688837.5,111162.5,111162.5
1300000.0,1640500.1,-340500.125,340500.125
6975000.0,7409811.5,-434811.5,434811.5
445000.0,467690.84,-22690.84375,22690.84375
395000.0,393508.03,1491.96875,1491.96875
430000.0,362544.03,67455.96875,67455.96875
1780000.0,1542307.6,237692.375,237692.375
625000.0,582093.06,42906.9375,42906.9375
165000.0,211656.36,-46656.359375,46656.359375
1390000.0,1435448.2,-45448.25,45448.25
1525000.0,1985515.9,-460515.875,460515.875
1138000.0,1079966.8,58033.25,58033.25
400000.0,402379.2,-2379.1875,2379.1875
265000.0,325570.03,-60570.03125,60570.03125
500000.0,503263.66,-3263.65625,3263.65625
1375000.0,1359647.6,15352.375,15352.375
685000.0,609776.0,75224.0,75224.0
710000.0,732002.25,-22002.25,22002.25
265000.0,165714.39,99285.609375,99285.609375
495000.0,528541.7,-33541.6875,33541.6875
1864999.0,1533839.1,331159.875,331159.875
2200000.0,2788844.8,-588844.75,588844.75
580000.0,672173.75,-92173.75,92173.75
1399000.0,1486568.0,-87568.0,87568.0
450000.0,440453.56,9546.4375,9546.4375
2450000.0,2381643.2,68356.75,68356.75
17478000.000000067,9759453.0,7718547.000000067,7718547.000000067
480000.0,695934.56,-215934.5625,215934.5625
390000.0,509042.62,-119042.625,119042.625
225000.0,229557.23,-4557.234375,4557.234375
6000000.0,4928391.5,1071608.5,1071608.5
1095000.0,1252524.9,-157524.875,157524.875
490000.0,343446.84,146553.15625,146553.15625
350000.0,312502.62,37497.375,37497.375
455000.0,426037.38,28962.625,28962.625
1325000.0,993715.0,331285.0,331285.0
415000.0,414574.34,425.65625,425.65625
493000.0,462439.2,30560.8125,30560.8125
750000.0,936235.0,-186235.0,186235.0
495000.0,551183.25,-56183.25,56183.25
520000.0,553747.25,-33747.25,33747.25
755000.0,682440.44,72559.5625,72559.5625
459999.0,357861.5,102137.5,102137.5
1090000.0,1076475.2,13524.75,13524.75
2100000.0,1816023.0,283977.0,283977.0
229999.0,232756.52,-2757.515625,2757.515625
350000.0,284180.53,65819.46875,65819.46875
150000.0,209017.08,-59017.078125,59017.078125
565000.0,507094.56,57905.4375,57905.4375
434999.0,497774.78,-62775.78125,62775.78125
375000.0,337173.8,37826.1875,37826.1875
875000.0,947776.0,-72776.0,72776.0
1250000.0,810482.44,439517.5625,439517.5625
2550000.0,2021307.8,528692.25,528692.25
2450000.0,3089124.2,-639124.25,639124.25
315000.0,289055.88,25944.125,25944.125
545000.0,548414.3,-3414.3125,3414.3125
14900000.0,11863612.0,3036388.0,3036388.0
575000.0,573269.1,1730.875,1730.875
2500000.0,2370882.5,129117.5,129117.5
245000.0,232552.9,12447.09375,12447.09375
2150000.0,2640259.0,-490259.0,490259.0
1550000.0,1852289.5,-302289.5,302289.5
4950000.0,4084066.5,865933.5,865933.5
595000.0,461212.06,133787.9375,133787.9375
315000.0,249594.84,65405.15625,65405.15625
7500000.0,7355093.5,144906.5,144906.5
495000.0,519069.78,-24069.78125,24069.78125
195000.0,241951.44,-46951.4375,46951.4375
3775000.0,3144743.5,630256.5,630256.5
695000.0,597905.7,97094.3125,97094.3125
2145000.0,1941626.0,203374.0,203374.0
1250000.0,1059326.0,190674.0,190674.0
1485000.0,1661267.9,-176267.875,176267.875
142160.0,154157.95,-11997.953125,11997.953125
409999.0,408371.1,1627.90625,1627.90625
1600000.0,2279376.5,-679376.5,679376.5
200000.0,180667.23,19332.765625,19332.765625
639000.0,567979.5,71020.5,71020.5
445000.0,440259.3,4740.6875,4740.6875
445000.0,517290.0,-72290.0,72290.0
459999.0,429809.28,30189.71875,30189.71875
1085000.0,909401.94,175598.0625,175598.0625
725000.0,726115.94,-1115.9375,1115.9375
860000.0,806450.8,53549.1875,53549.1875
1800000.0,1575373.9,224626.125,224626.125
2800000.0,2836155.5,-36155.5,36155.5
944999.0,884437.3,60561.6875,60561.6875
2275000.0,2580097.8,-305097.75,305097.75
5250000.0,5611887.5,-361887.5,361887.5
2149000.0,2423659.5,-274659.5,274659.5
1995000.0,2359603.0,-364603.0,364603.0
5500000.0,5174862.0,325138.0,325138.0
770000.0,649815.25,120184.75,120184.75
1575000.0,1702035.0,-127035.0,127035.0
5900000.0,4930920.5,969079.5,969079.5
725000.0,817028.0,-92028.0,92028.0
4200000.0,2354744.8,1845255.25,1845255.25
775000.0,700480.56,74519.4375,74519.4375
345000.0,118715.72,226284.28125,226284.28125
675000.0,685750.1,-10750.125,10750.125
